,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass,Percent of people in poverty 2019
172,Georgia,Columbia,GeorgiaColumbia,51,44,31,23.8,36.4,71266,3145,71970,75325,36.6,147295,80579,50013,29236,74162,1661,42.9,17.2,22.6,8.2,9.1,3,25.2,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5.6
173,Washington,Columbia,WashingtonColumbia,233,41,18,21.7,25.6,1599,125,1930,2071,49.4,4001,2397,1699,644,46250,5936,33.8,18.1,25.2,13.6,9.3,5.3,22.6,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0,12.3
174,Wisconsin,Columbia,WisconsinColumbia,115,48,38,33.7,23.3,29438,1843,29047,27907,42.4,56954,33869,16927,16410,63293,1519,32.6,15.7,23,11.6,17.1,4.5,25.7,0,0,20,2,0,0,0,0,0,9,1,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6.7
175,Florida,Duval,FloridaDuval,125,59,42,27.8,30,452481,32633,448163,476066,36.1,924229,492556,233687,252450,51296,541,36.6,18.3,27.1,7.8,10.3,4.8,24.5,1,0,0,2,0,0,0,6,0,3,9,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,13.5
176,Florida,Escambia,FloridaEscambia,80,58,42,27.2,26.5,135108,9671,154520,157002,37.2,311522,170311,96655,70893,47361,949,32.6,20.6,28.8,8.3,9.7,9,21.9,0,0,0,4,0,0,0,2,0,0,1,11,5,0,0,0,0,0,0,0,0,0,1,0,0,3,15.5
177,Florida,Hamilton,FloridaHamilton,154,52,33,45.4,7.9,3880,319,8281,5988,41.5,14269,5838,3815,1963,36209,4821,28.3,27.7,18.2,11.4,14.3,4.1,23.4,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,32.5
178,Illinois,Hamilton,IllinoisHamilton,118,56,40,34.9,17,3944,281,4018,4203,44.1,8221,4316,3429,821,47293,7758,30.2,18.6,21.6,14.4,15.3,4.2,27.7,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,12.7
179,Indiana,Hamilton,IndianaHamilton,97,54,38,14.9,59.3,174455,8524,154532,161563,36.9,316095,193823,101563,88367,90582,1988,53.3,11.1,24.7,5,6,7.9,25.5,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,4.2
180,New York,Hamilton,New YorkHamilton,54,44,34,27.2,16.8,1972,169,2347,2228,54,4575,2825,1917,863,55587,3147,25.3,26.2,19.1,23,6.4,2.4,25.3,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,9.8
181,Ohio,Hamilton,OhioHamilton,126,70,48,26.3,37.9,383560,32306,391728,420309,36.8,812037,417408,173015,238101,52389,581,41.4,17.7,23.6,5.8,11.5,4.5,23.2,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,14.6
182,Tennessee,Hamilton,TennesseeHamilton,151,55,40,26.9,32.2,169337,13015,172447,185099,39.6,357546,170735,91991,75360,50273,1051,38.3,16.2,25.4,6.8,13.4,5,21.4,1,0,4,2,0,0,4,0,0,8,0,0,3,0,2,0,3,0,0,0,0,14,8,0,0,0,12.7
183,Florida,Highlands,FloridaHighlands,74,44,31,38.8,17.2,31967,2674,49727,52374,53.4,102101,52117,34846,16917,36374,1135,29.3,21.5,26.6,14.1,8.6,4.9,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.8
184,Florida,Hillsborough,FloridaHillsborough,112,61,43,27.1,33.5,700764,53788,673286,705597,36.9,1378883,711722,327306,376196,53742,533,38.4,17.9,26.5,8.6,8.6,6.2,27.3,0,0,10,2,0,0,0,2,3,9,5,0,2,0,0,0,1,0,0,5,0,3,9,0,0,0,13.5
185,Florida,Lee,FloridaLee,100,50,36,31,28.2,320161,25256,351918,366761,48.1,718679,393854,233242,157672,52052,572,30.4,21.7,27.7,11.8,8.3,5.6,27.2,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0,11.2
186,Iowa,Lee,IowaLee,73,52,30,40.8,16.4,14666,1027,17371,17170,43.2,34541,16721,9763,6539,48266,2235,24.9,20,20.1,11.1,23.9,3.1,17.5,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0,15
187,Mississippi,Lee,MississippiLee,54,45,35,25.9,24.4,37985,3362,40526,44389,37.2,84915,31762,21297,9910,45985,2140,31,15.4,25.1,7.5,21,2.1,19.9,0,0,32,0,0,0,0,4,2,23,14,0,0,0,0,0,6,0,0,0,1,2,12,0,0,0,14.6
188,Florida,Leon,FloridaLeon,160,58,40,19,46.2,141883,8743,136894,151208,30.7,288102,162895,57446,103492,49941,922,45.1,18.2,26.4,5.2,5.1,3.9,20.8,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20.8
189,Florida,Liberty,FloridaLiberty,51,44,31,45.8,14.4,2473,125,5110,3255,40.3,8365,3562,2846,693,36741,3554,24.8,27,21.6,12.9,13.7,3.2,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23
190,Florida,Manatee,FloridaManatee,97,44,33,30.1,29.8,164571,11925,180595,193258,48,373853,216879,124966,90127,53408,1088,33.1,20.7,26.9,9.7,9.6,7.5,25.4,0,0,0,0,0,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,11.3
191,Florida,Marion,FloridaMarion,100,55,39,36.9,20.1,128709,9760,167211,181160,48.6,348371,204621,127825,74848,41964,878,28.5,22.6,28.7,10,10.2,6.4,25.4,3,0,15,1,0,0,0,3,2,0,9,0,11,0,0,0,4,0,0,1,0,40,38,0,0,0,14.9
192,Indiana,Marion,IndianaMarion,144,68,48,28,30.9,456145,38918,455007,489516,34.4,944523,390405,133968,247265,44869,575,34.9,17.7,25,7.5,14.9,3.2,23.3,3,0,15,1,0,0,0,3,2,0,9,0,11,0,0,0,4,0,0,1,0,40,38,0,0,0,15.2
193,Florida,Martin,FloridaMartin,95,52,36,24.9,34.1,67796,4384,78002,79579,51.9,157581,98911,61152,36878,55588,1532,36.9,21.1,25.8,9.5,6.8,8.4,26.3,1,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,8,0,0,0,0,6,17,0,0,2,8.9
194,North Carolina,Martin,North CarolinaMartin,49,41,30,33.9,16.4,8267,617,10805,12249,46.1,23054,12536,6529,5910,35969,3249,28.3,19.5,23.7,10.6,17.9,2.4,24,1,0,0,0,0,0,0,0,0,11,6,4,0,0,0,0,8,0,0,0,0,6,17,0,0,2,20.6
195,Florida,Nassau,FloridaNassau,157,34,4,31.7,29.6,38991,2347,39956,40622,45,80578,58909,42563,15561,64294,2019,34.5,18.4,23.4,10.9,12.8,3.7,29.8,0,0,0,0,0,0,0,0,1,7,18,1,2,0,0,0,0,0,1,0,0,20,2,0,0,4,9
196,New York,Nassau,New YorkNassau,72,41,20,22.7,46,640035,58907,659405,697159,41.6,1356564,572706,286661,280288,105744,781,44.7,16.3,25.3,6.6,7.2,3.8,35.8,0,0,0,0,0,0,0,0,1,7,18,1,2,0,0,0,0,0,1,0,0,20,2,0,0,4,5.6
197,Florida,Okaloosa,FloridaOkaloosa,74,46,34,24.7,31.1,90729,5281,101745,98992,36.8,200737,116677,79771,34227,59955,1565,35.5,22.4,24.3,10,7.8,3.5,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.6
198,Florida,Osceola,FloridaOsceola,90,44,32,31.3,21.8,160638,25155,166820,171799,35.8,338619,172374,73467,97278,47343,1259,24.8,25.9,28.2,10,11.2,3.5,32.2,0,0,0,0,0,0,0,6,0,6,14,0,1,0,0,0,6,0,0,0,0,12,2,0,0,0,13.4
199,Florida,Pasco,FloridaPasco,77,46,35,33.2,24,221185,17142,248572,262021,44.6,510593,301734,179545,118918,48289,813,36.1,18.8,27.5,9.1,8.5,7.5,31.6,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
200,Florida,Pinellas,FloridaPinellas,100,56,40,28,31.7,450266,34064,459766,498109,47.8,957875,561125,276191,277397,48968,679,37.7,18.4,28,7.2,8.6,6.7,24.4,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,11.4
201,Florida,Putnam,FloridaPutnam,67,27,14,41.2,12.3,24378,2092,35841,36925,45,72766,36408,25514,10524,33619,1120,23.3,22.8,24,15.9,14,4.4,27.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,22.4
202,New York,Putnam,New YorkPutnam,64,44,32,27.1,39.6,46294,3785,49296,49774,44.1,99070,43661,25899,17106,99608,2584,41.5,16.7,25.1,10.6,6,5.3,39.2,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,5.2
203,Tennessee,Putnam,TennesseePutnam,105,40,23,36.5,26.4,32661,2309,37707,38733,36.3,76440,33481,23694,9154,37802,1877,33.1,20.4,23.7,8.4,14.5,2.7,22.9,0,0,3,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,12,5,0,0,2,16.1
204,Florida,Sarasota,FloridaSarasota,90,55,38,28.9,35.4,171875,12589,196433,215711,55.5,412144,271063,148323,120050,55236,1026,34.2,21.8,26.7,9.6,7.7,6.6,23.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
205,Florida,Seminole,FloridaSeminole,84,49,36,21.1,39.6,220602,17167,219935,235151,39.2,455086,260699,125217,132486,60739,1116,44.8,15.6,26.9,5.8,6.9,7.1,27.1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9.3
206,Florida,Volusia,FloridaVolusia,77,50,38,31.8,23.7,230585,18975,257275,270359,46.5,527634,307891,173797,130451,43838,781,31.3,20.8,26.8,10.9,10.2,5.8,25.4,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13.1
207,Florida,Wakulla,FloridaWakulla,161,54,35,36.2,18.3,14216,669,17490,14387,40.7,31877,18438,12873,5348,57866,4026,33.3,19.5,25.5,14.2,7.5,3.2,32.7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
208,Georgia,Bibb,GeorgiaBibb,97,52,35,30.5,25.4,62371,5050,72065,81425,36.2,153490,70802,26585,43468,38183,1684,34.8,21.1,26.7,6.4,11,3,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,23.2
209,Georgia,Charlton,GeorgiaCharlton,139,34,20,40.1,8.8,4660,182,7522,5461,41.7,12983,4566,3419,1103,43257,6511,25,20.3,16.9,17.5,20.3,4.4,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.9
210,Georgia,Chatham,GeorgiaChatham,131,58,39,24.2,33.6,129918,10713,138403,148646,35.2,287049,133589,53288,78369,52215,1310,36.2,21.1,22.6,8.1,12,4.1,21.8,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,0,0,3,14.8
211,Georgia,Clarke,GeorgiaClarke,99,54,36,19.9,44,54453,3753,59248,65354,27.7,124602,51218,14412,35969,34557,1564,40.7,21.3,19.9,5.7,12.4,4.2,19.4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,25.7
212,Georgia,Clayton,GeorgiaClayton,90,54,28,33.6,19.5,125357,14433,130748,147918,32.4,278666,112344,15813,95476,44106,1280,23.2,21.3,26.9,9.4,19.2,3.5,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,16
213,Georgia,Cobb,GeorgiaCobb,90,49,35,18.5,47.4,389904,24453,360270,384787,36.5,745057,393744,165459,221844,72004,1128,45.7,14.8,23.9,7.3,8.3,7.6,31.4,1,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.3
214,Georgia,Dawson,GeorgiaDawson,74,43,31,29.1,30.6,11735,584,11774,12087,43.4,23861,16081,13398,2486,62284,5862,37.1,12.6,25,12.3,12.9,7.8,32.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8.8
215,Georgia,DeKalb,GeorgiaDeKalb,106,57,38,20.9,44.2,364209,31474,351871,391316,35.6,743187,370675,58361,308112,55876,865,43.6,16.2,23.9,5.6,10.7,6.2,31.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,12.9
216,Tennessee,DeKalb,TennesseeDeKalb,61,44,33,40.9,16.7,6957,694,9750,9851,41.2,19601,8501,6663,1747,40690,2425,33.1,10.3,17.6,7.9,31.1,1.3,27.9,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,18
217,Georgia,Dougherty,GeorgiaDougherty,114,61,37,30.2,21.4,34469,3243,42144,48905,35.1,91049,35308,10449,24579,34541,1950,30.3,22.3,22.9,7.9,16.6,4.4,18.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,27.6
218,Georgia,Floyd,GeorgiaFloyd,80,52,30,34.3,20.9,40522,2712,46810,50014,38.5,96824,38588,27120,10972,46096,2012,29,20.3,22,10.4,18.3,4.8,22.3,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,16.4
219,Indiana,Floyd,IndianaFloyd,143,44,32,30.9,29.6,38422,2671,37135,39674,39.9,76809,41742,23385,17507,59451,1921,36.7,14.5,25.1,8.1,15.6,3.9,22.6,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,10.6
220,Georgia,Fulton,GeorgiaFulton,125,62,43,17.7,52.9,512593,44639,495087,526815,35.4,1021902,524532,137200,381057,61336,792,50.1,14.6,24,3.9,7.4,8.2,28.1,1,0,13,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,35,13,0,0,2,13.8
221,Georgia,Glynn,GeorgiaGlynn,96,44,31,26.7,29.9,35610,2605,39419,44555,41,83974,41984,25616,15879,47546,2169,33.3,23.1,23,9,11.6,3.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,4,15.4
222,Georgia,Gwinnett,GeorgiaGwinnett,101,55,37,22.3,36.9,450909,30544,441051,461247,35.1,902298,413865,166413,241827,64496,804,37.3,16.1,26.3,10.1,10.2,5.8,33.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
223,Georgia,Hall,GeorgiaHall,98,55,33,27.7,24.5,97133,4816,97518,98443,36.3,195961,90523,64170,25031,55622,1940,28.5,14.4,24.1,10.9,22.1,4,26.3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
224,Nebraska,Hall,NebraskaHall,85,43,20,31.3,21.5,30179,1851,30830,30513,36,61343,24374,16189,7681,53807,1683,26.3,16.4,22.7,11.5,23.1,2.9,17,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
225,Georgia,Henry,GeorgiaHenry,95,50,32,31.7,28.5,106831,8521,105759,115548,36.9,221307,122742,48187,73276,64752,1733,33.5,15.8,26.9,9,14.7,6.5,33.6,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0,8.1
226,Indiana,Henry,IndianaHenry,63,51,29,43.7,16.4,20424,1442,25391,23092,42.2,48483,21020,15043,5543,46131,1368,28.9,17.9,23.5,9.3,20.5,3.9,26.8,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,6,0,0,2,0,16,4,0,0,0,12.9
227,Georgia,Houston,GeorgiaHouston,114,57,35,27,28.3,66769,3649,73756,77926,35.3,151682,74823,41534,32232,55965,2162,35.2,18,23.9,11.4,11.5,1.9,21.4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,11
228,Georgia,Lowndes,GeorgiaLowndes,141,54,30,31.4,25.3,48484,3115,55959,58623,30.2,114582,46355,25691,20117,39911,1705,30.9,20,28.4,8.8,11.8,2.6,19.2,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,20.4
229,Georgia,Murray,GeorgiaMurray,61,46,35,37.4,10.1,14191,1159,19522,20035,38.2,39557,15389,12943,2302,41617,2282,17,14.6,23.6,13.2,31.7,0.7,27.3,0,0,2,0,0,0,2,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,14.5
230,Georgia,Muscogee,GeorgiaMuscogee,101,53,35,27.4,25.8,71209,6049,96279,100391,33.9,196670,80543,30049,49529,43239,1433,33.3,19.9,26.7,7,13,5.8,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18.4
231,Georgia,Pike,GeorgiaPike,64,44,33,41.8,17.1,8273,432,8876,9206,40.7,18082,10720,9127,1505,52377,5466,33.2,14.1,22.6,14,16,3,33.7,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,8.7
232,Kentucky,Pike,KentuckyPike,92,45,32,39.4,13,17574,1622,29507,30976,42.1,60483,25368,20279,4862,32972,1465,29.6,17.5,25.2,13.8,13.8,2.7,24.1,0,0,3,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,24
233,Georgia,Richmond,GeorgiaRichmond,114,60,42,31.4,21.4,78649,6463,97272,104191,33.9,201463,87016,26781,59124,39430,1339,29.9,22.5,26,9,12.6,2.1,20.5,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2,21.7
234,New York,Richmond,New YorkRichmond,108,52,36,30.4,33.9,188608,22456,229424,244677,40,474101,178751,110094,67223,76244,1481,40.7,19.3,23.2,8.7,8.1,2.5,44,0,0,7,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,0,0,0,7,12,0,0,2,9.1
235,Georgia,Rockdale,GeorgiaRockdale,77,46,34,31.5,26.3,40657,3332,41944,47067,37.7,89011,44686,13012,31244,54175,1805,34.1,17.3,24.3,8.7,15.5,4.3,29.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
236,Georgia,Walker,GeorgiaWalker,84,53,30,35.2,16.6,29106,1495,34082,34742,41.4,68824,29436,23174,5769,43581,2245,27.9,13.9,24.5,11.5,22.1,3.1,28.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7
237,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33,572796,75395,98276,99382,42.3,197658,87716,26851,58683,56395,1657,32,23.7,24.8,11.5,8,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,13.1
238,Hawaii,Hawaii,HawaiiHawaii,231,30,18,27.4,33,78986,10133,98276,99382,42.3,197658,87716,26851,58683,56395,1657,32,23.7,24.8,11.5,8,8.4,25.3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,13.1
239,Hawaii,Honolulu,HawaiiHonolulu,92,40,26,25.9,35,396136,44779,497646,489992,37.6,987638,381627,136061,238601,80078,978,35.9,21.3,25.3,8.9,8.6,3.7,29.1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,10,0,23,26,0,0,0,7.9
240,Hawaii,Kauai,HawaiiKauai,41,25,11,30,29.2,29618,5719,35375,36002,42.4,71377,33486,11579,21217,72330,3242,28.7,29.6,22.7,10.5,8.5,6.1,22.4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,7,0,0,0,9.3
241,Hawaii,Maui,HawaiiMaui,56,23,15,31.3,27.2,68056,14764,82437,82844,41.1,165281,71025,22111,47301,72762,1654,29,28.4,23.6,10.4,8.6,5.6,21.2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,14,0,0,0,10.7
242,Idaho,Ada,IdahoAda,185,72,40,22.4,38.5,243784,13893,223367,222685,36.7,446052,259389,130699,120539,60151,1294,43,16.6,25,6.9,8.4,6.9,20.4,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.4
243,Idaho,Bannock,IdahoBannock,161,61,41,26.4,27.8,40495,2065,42300,42765,33.3,85065,39553,23331,14682,47390,1605,35.5,18.2,25.2,9,12.2,4.3,17.6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
244,Idaho,Benewah,IdahoBenewah,371,65,32,38.4,15.2,3830,310,4607,4479,46.1,9086,4972,3878,977,43472,3699,22.1,22.1,17.9,14.8,23.1,4.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4
245,Idaho,Blaine,IdahoBlaine,167,43,15,25.6,35.4,11679,987,11251,10743,43.2,21994,13288,4031,8919,58835,5130,31.3,28.5,20.2,12.8,7.3,9.3,19.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
246,Idaho,Boise,IdahoBoise,198,68,35,30.6,27.1,3321,288,3780,3383,53,7163,4840,3495,1214,49964,9226,40.3,13.9,24.4,10.4,11.1,9.9,38.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
247,Idaho,Bonner,IdahoBonner,190,52,25,29.8,23.8,19527,1592,21366,21345,47.8,42711,27352,18369,8310,45607,2239,26.6,19.1,22,14.2,18.1,10.2,25.6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
248,Idaho,Bonneville,IdahoBonneville,154,49,21,25.4,31.3,55789,2347,56237,56160,32.7,112397,53995,37805,14254,54150,1580,35.8,16.8,24,10.3,13.1,4.5,19.2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9.3
249,Idaho,Canyon,IdahoCanyon,156,73,33,32.1,18.7,99763,6218,104902,107328,33.4,212230,90438,61759,25881,46426,1548,26.5,19.2,23.6,14.4,16.3,6.6,24.6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
250,Idaho,Caribou,IdahoCaribou,109,24,6,32.4,19,3962,148,3543,3375,36.9,6918,3416,2906,431,58750,5290,31.5,15.1,18.9,17.7,16.8,4.7,15.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
251,Idaho,Custer,IdahoCuster,126,59,5,28.6,24.4,2106,112,2165,1976,53.3,4141,2737,2089,603,37976,6917,32.3,19.4,17.7,23.9,6.8,5.4,19.2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,13
252,South Dakota,Custer,South DakotaCuster,119,54,41,35,23.5,3834,243,4286,4287,54.3,8573,5494,3852,1522,56449,5055,37.5,14.7,23.6,13.8,10.4,8,26.1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,9.6
253,Idaho,Franklin,IdahoFranklin,159,53,20,37.8,17.7,6807,253,6787,6492,33.4,13279,6664,5845,657,51583,5632,27.1,12.2,23.7,16.7,20.3,4.9,25,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,8.2
254,Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,36565,2936,34601,36334,46.1,70935,19667,7073,12053,57307,2221,41.5,18.6,20.2,8.9,10.7,6.6,24.2,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,9.3
255,Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,49396,3265,51339,51442,40.8,102781,53750,38034,14561,53849,1753,30.2,15.5,22.7,12.3,19.3,2.9,28.3,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,9.3
256,Ohio,Franklin,OhioFranklin,102,58,40,24.6,40,652631,52518,622353,652980,34,1275333,604058,203154,391584,56319,509,42.4,16.9,24.1,5.1,11.5,4.4,21.8,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,13.5
257,Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,71308,5876,75503,78248,41.4,153751,80896,57308,22468,58267,1638,30.8,17.1,23.1,10.4,18.5,3.7,24.4,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,8.1
258,Washington,Franklin,WashingtonFranklin,260,34,14,25.5,17.7,38664,3833,47145,43515,30,90660,31833,17849,13148,60275,1817,25.6,17.6,18,22.1,16.7,3.4,21.5,0,0,74,4,0,0,4,54,0,2,6,15,1,0,0,0,9,0,0,0,0,9,36,0,0,5,13.5
259,Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,844365,47786,8537,7800,50,16337,9602,7826,1561,40299,2941,27.1,17.2,22.4,17.3,16,8.6,17.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
260,Idaho,Idaho,IdahoIdaho,191,60,36,27.4,27.6,6260,449,8537,7800,50,16337,9602,7826,1561,40299,2941,27.1,17.2,22.4,17.3,16,8.6,17.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
